Channel Group,Source,Domain,Date,Funnel,Campaign,Result type,Cost,Results,Result Rate,Cost per Result,Impressions,Clicks,CTR,Reach,Views,ThruPlays,Engagements,Engagement Rate,CPC,CPM,View Rate,CPV,CPE
 Paid Social , meta , BIODERMA ,Sep-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 13,"2,761",54.90%,€ 0.00,"5,029",0,0.00%,"5,029",0,"1,033","2,761",54.90%, € -   ,€ 2.66,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Sep-24,Consideration,BIO-2024-Community-Push,Engagements,€ 13,"2,443",60.80%,€ 0.01,"4,015",0,0.00%,"4,015",0,459,"2,443",60.80%, € -   ,€ 3.26,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Sep-24,Consideration,BIO-2024-Community-Push,Engagements,€ 11,"2,045",56.10%,€ 0.01,"3,647",0,0.00%,"3,602",0,303,"2,045",56.10%, € -   ,€ 3.15,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Sep-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 14,"2,839",54.30%,€ 0.00,"5,227",0,0.00%,"5,227",0,"1,115","2,839",54.30%, € -   ,€ 2.60,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Sep-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 14,"3,036",54.30%,€ 0.00,"5,594",0,0.00%,"5,589",0,"1,191","3,036",54.30%, € -   ,€ 2.43,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Sep-24,Consideration,BIO-2024-Community-Push,Engagements,€ 12,"2,212",58.00%,€ 0.01,"3,817",0,0.00%,"3,737",0,356,"2,212",58.00%, € -   ,€ 3.05,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Sep-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 15,"3,321",54.00%,€ 0.00,"6,151",0,0.00%,"6,046",0,"1,252","3,321",54.00%, € -   ,€ 2.42,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Sep-24,Consideration,BIO-2024-Community-Push,Engagements,€ 12,"2,312",56.00%,€ 0.01,"4,128",0,0.00%,"4,128",0,376,"2,312",56.00%, € -   ,€ 3.03,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 12,"2,006",55.90%,€ 0.01,"3,589",0,0.00%,"3,589",0,343,"2,006",55.90%, € -   ,€ 3.32,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 14,"2,838",54.10%,€ 0.01,"5,246",1,0.00%,"5,246",0,"1,087","2,838",54.10%,€ 14.32,€ 2.73,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 14,"2,699",54.70%,€ 0.01,"4,938",0,0.00%,"4,859",0,999,"2,699",54.70%, € -   ,€ 2.76,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 11,"1,798",54.30%,€ 0.01,"3,312",0,0.00%,"3,274",0,294,"1,798",54.30%, € -   ,€ 3.32,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 14,"2,918",52.80%,€ 0.00,"5,529",0,0.00%,"5,529",0,"1,176","2,918",52.80%, € -   ,€ 2.56,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 11,"1,943",55.20%,€ 0.01,"3,518",0,0.00%,"3,510",0,277,"1,943",55.20%, € -   ,€ 3.14,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 14,"2,823",53.40%,€ 0.00,"5,290",0,0.00%,"5,290",0,"1,138","2,823",53.40%, € -   ,€ 2.61,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 11,"2,085",55.50%,€ 0.01,"3,759",0,0.00%,"3,624",0,314,"2,085",55.50%, € -   ,€ 3.05,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 11,"2,161",56.70%,€ 0.01,"3,813",0,0.00%,"3,660",0,315,"2,161",56.70%, € -   ,€ 2.91,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 14,"2,805",52.40%,€ 0.00,"5,354",0,0.00%,"5,354",0,"1,124","2,805",52.40%, € -   ,€ 2.58,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 14,"2,897",51.10%,€ 0.00,"5,671",0,0.00%,"5,641",0,"1,187","2,897",51.10%, € -   ,€ 2.42,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 11,"2,389",59.40%,€ 0.00,"4,023",0,0.00%,"3,989",0,396,"2,389",59.40%, € -   ,€ 2.78,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 15,"3,435",54.90%,€ 0.00,"6,262",0,0.00%,"6,262",0,"1,327","3,435",54.90%, € -   ,€ 2.37,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 12,"2,621",60.50%,€ 0.00,"4,329",0,0.00%,"4,259",0,361,"2,621",60.50%, € -   ,€ 2.89,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 12,"2,331",65.40%,€ 0.01,"3,564",0,0.00%,"3,488",0,356,"2,331",65.40%, € -   ,€ 3.31,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 15,"3,232",56.10%,€ 0.00,"5,758",0,0.00%,"5,758",0,"1,251","3,232",56.10%, € -   ,€ 2.52,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 13,"2,931",55.50%,€ 0.00,"5,283",0,0.00%,"5,283",0,"1,174","2,931",55.50%, € -   ,€ 2.51,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 11,"2,050",62.40%,€ 0.01,"3,286",0,0.00%,"3,182",0,330,"2,050",62.40%, € -   ,€ 3.34,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 14,"3,082",58.00%,€ 0.00,"5,318",0,0.00%,"5,318",0,"1,191","3,082",58.00%, € -   ,€ 2.57,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 10,"1,949",61.00%,€ 0.01,"3,197",0,0.00%,"3,173",0,292,"1,949",61.00%, € -   ,€ 3.19,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,739",63.70%,€ 0.00,"2,731",0,0.00%,"2,723",0,266,"1,739",63.70%, € -   ,€ 2.81,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 13,"2,885",56.30%,€ 0.00,"5,123",0,0.00%,"5,014",0,"1,100","2,885",56.30%, € -   ,€ 2.56,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 14,"3,087",57.10%,€ 0.00,"5,406",0,0.00%,"5,406",0,"1,208","3,087",57.10%, € -   ,€ 2.51,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,795",63.80%,€ 0.00,"2,812",0,0.00%,"2,812",0,286,"1,795",63.80%, € -   ,€ 2.79,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 13,"3,237",57.70%,€ 0.00,"5,606",0,0.00%,"5,606",0,"1,291","3,237",57.70%, € -   ,€ 2.36,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,957",65.80%,€ 0.00,"2,972",0,0.00%,"2,904",0,322,"1,957",65.80%, € -   ,€ 2.63,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 9,"2,131",66.10%,€ 0.00,"3,224",0,0.00%,"3,224",0,291,"2,131",66.10%, € -   ,€ 2.65,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 15,"3,648",55.40%,€ 0.00,"6,589",0,0.00%,"6,589",0,"1,487","3,648",55.40%, € -   ,€ 2.23,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 14,"3,364",55.60%,€ 0.00,"6,055",0,0.00%,"6,055",0,"1,334","3,364",55.60%, € -   ,€ 2.38,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,946",66.90%,€ 0.00,"2,910",0,0.00%,"2,884",0,308,"1,946",66.90%, € -   ,€ 2.84,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 13,"3,108",55.40%,€ 0.00,"5,611",0,0.00%,"5,514",0,"1,283","3,108",55.40%, € -   ,€ 2.34,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,763",66.30%,€ 0.00,"2,659",0,0.00%,"2,659",0,303,"1,763",66.30%, € -   ,€ 2.93,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 12,"2,912",57.60%,€ 0.00,"5,055",0,0.00%,"5,055",0,"1,105","2,912",57.60%, € -   ,€ 2.39,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,811",67.50%,€ 0.00,"2,682",0,0.00%,"2,667",0,289,"1,811",67.50%, € -   ,€ 2.89,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,819",64.80%,€ 0.00,"2,808",0,0.00%,"2,787",0,276,"1,819",64.80%, € -   ,€ 2.77,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 14,"3,114",53.90%,€ 0.00,"5,780",0,0.00%,"5,780",0,"1,270","3,114",53.90%, € -   ,€ 2.40,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 11,"2,277",48.60%,€ 0.00,"4,684",0,0.00%,"4,684",0,"1,042","2,277",48.60%, € -   ,€ 2.31,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,878",61.90%,€ 0.00,"3,036",0,0.00%,"2,942",0,295,"1,878",61.90%, € -   ,€ 2.65,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 6,"1,463",54.20%,€ 0.00,"2,700",0,0.00%,"2,689",0,687,"1,463",54.20%, € -   ,€ 2.33,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,988",63.90%,€ 0.00,"3,109",1,0.00%,"3,099",0,288,"1,988",63.90%,€ 8.06,€ 2.59,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 9,"2,185",64.70%,€ 0.00,"3,376",0,0.00%,"3,299",0,334,"2,185",64.70%, € -   ,€ 2.62,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 7,"1,685",55.00%,€ 0.00,"3,064",0,0.00%,"3,064",0,811,"1,685",55.00%, € -   ,€ 2.33,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 7,"1,514",55.30%,€ 0.00,"2,740",0,0.00%,"2,656",0,772,"1,514",55.30%, € -   ,€ 2.41,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,849",62.20%,€ 0.00,"2,972",0,0.00%,"2,972",0,299,"1,849",62.20%, € -   ,€ 2.76,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 7,"1,390",55.80%,€ 0.00,"2,489",0,0.00%,"2,470",0,715,"1,390",55.80%, € -   ,€ 2.64,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,874",63.40%,€ 0.00,"2,955",0,0.00%,"2,880",0,282,"1,874",63.40%, € -   ,€ 2.79,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,957",65.40%,€ 0.00,"2,991",0,0.00%,"2,963",0,295,"1,957",65.40%, € -   ,€ 2.63,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Dr-Julia-Czechner,Engagements,€ 3,480,53.00%,€ 0.01,905,0,0.00%,905,0,238,480,53.00%, € -   ,€ 2.78,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,769",61.00%,€ 0.00,"2,899",0,0.00%,"2,899",0,273,"1,769",61.00%, € -   ,€ 2.83,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,795",63.80%,€ 0.00,"2,812",0,0.00%,"2,699",0,284,"1,795",63.80%, € -   ,€ 2.91,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,763",64.40%,€ 0.00,"2,737",0,0.00%,"2,737",0,288,"1,763",64.40%, € -   ,€ 2.83,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 9,"1,954",66.70%,€ 0.00,"2,931",0,0.00%,"2,811",0,330,"1,954",66.70%, € -   ,€ 2.91,0.00%, € -   ,€ 0.00
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 8,"1,545",62.90%,€ 0.01,"2,455",0,0.00%,"2,332",0,258,"1,545",62.90%, € -   ,€ 3.30,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Aug-24,Consideration,BIO-2024-Community-Push,Engagements,€ 6,944,63.00%,€ 0.01,"1,498",0,0.00%,"1,428",0,158,944,63.00%, € -   ,€ 3.73,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 19,"2,536",69.40%,€ 0.01,"3,653",26,0.70%,"3,278",0,"1,833","2,536",69.40%,€ 0.75,€ 5.32,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 20,"2,501",63.60%,€ 0.01,"3,935",24,0.60%,"3,644",0,"1,779","2,501",63.60%,€ 0.82,€ 5.03,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 20,"2,557",66.80%,€ 0.01,"3,830",18,0.50%,"3,579",0,"1,888","2,557",66.80%,€ 1.10,€ 5.15,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 21,"2,771",67.20%,€ 0.01,"4,121",24,0.60%,"3,789",0,"1,989","2,771",67.20%,€ 0.88,€ 5.10,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 20,"2,546",66.90%,€ 0.01,"3,804",18,0.50%,"3,412",0,"1,798","2,546",66.90%,€ 1.11,€ 5.27,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 19,"2,395",66.30%,€ 0.01,"3,611",19,0.50%,"3,298",0,"1,694","2,395",66.30%,€ 1.03,€ 5.40,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 20,"2,432",64.70%,€ 0.01,"3,758",25,0.70%,"3,488",0,"1,708","2,432",64.70%,€ 0.79,€ 5.27,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 20,"2,465",68.20%,€ 0.01,"3,614",14,0.40%,"3,345",0,"1,815","2,465",68.20%,€ 1.41,€ 5.46,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 20,"2,502",67.60%,€ 0.01,"3,699",18,0.50%,"3,590",0,"1,837","2,502",67.60%,€ 1.10,€ 5.37,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 20,"2,462",70.10%,€ 0.01,"3,512",12,0.30%,"3,153",0,"1,871","2,462",70.10%,€ 1.67,€ 5.70,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 21,"2,636",68.60%,€ 0.01,"3,845",26,0.70%,"3,482",0,"1,929","2,636",68.60%,€ 0.81,€ 5.48,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 20,"2,209",70.10%,€ 0.01,"3,152",22,0.70%,"2,912",0,"1,634","2,209",70.10%,€ 0.91,€ 6.36,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Stationäre-Apotheken,Engagements,€ 2,247,55.50%,€ 0.01,445,1,0.20%,445,0,81,247,55.50%,€ 2.29,€ 5.15,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 19,"2,268",71.40%,€ 0.01,"3,175",31,1.00%,"2,892",0,"1,668","2,268",71.40%,€ 0.63,€ 6.13,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Stationäre-Apotheken,Engagements,€ 10,"1,194",54.90%,€ 0.01,"2,175",1,0.00%,"2,121",0,282,"1,194",54.90%,€ 9.56,€ 4.40,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 20,"2,244",68.80%,€ 0.01,"3,260",11,0.30%,"2,983",0,"1,708","2,244",68.80%,€ 1.79,€ 6.03,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Stationäre-Apotheken,Engagements,€ 10,"1,038",49.30%,€ 0.01,"2,106",3,0.10%,"2,066",0,280,"1,038",49.30%,€ 3.17,€ 4.52,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 20,"2,223",69.60%,€ 0.01,"3,193",14,0.40%,"2,881",0,"1,681","2,223",69.60%,€ 1.41,€ 6.18,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Stationäre-Apotheken,Engagements,€ 10,"1,043",46.70%,€ 0.01,"2,233",2,0.10%,"2,233",0,264,"1,043",46.70%,€ 4.76,€ 4.26,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 20,"2,316",64.90%,€ 0.01,"3,566",17,0.50%,"3,333",0,"1,671","2,316",64.90%,€ 1.16,€ 5.54,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Stationäre-Apotheken,Engagements,€ 7,888,43.90%,€ 0.01,"2,023",0,0.00%,"1,974",0,209,888,43.90%, € -   ,€ 3.28,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 20,"2,420",65.80%,€ 0.01,"3,677",17,0.50%,"3,612",0,"1,696","2,420",65.80%,€ 1.18,€ 5.46,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Stationäre-Apotheken,Engagements,€ 4,564,49.50%,€ 0.01,"1,140",5,0.40%,"1,129",0,126,564,49.50%,€ 0.70,€ 3.09,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 21,"2,395",63.00%,€ 0.01,"3,803",29,0.80%,"3,624",0,"1,642","2,395",63.00%,€ 0.73,€ 5.59,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Stationäre-Apotheken,Engagements,€ 3,457,47.80%,€ 0.01,956,0,0.00%,918,0,100,457,47.80%, € -   ,€ 3.38,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 34,"3,765",64.80%,€ 0.01,"5,811",33,0.60%,"5,644",0,"2,672","3,765",64.80%,€ 1.04,€ 5.89,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Stationäre-Apotheken,Engagements,€ 2,187,48.40%,€ 0.01,386,2,0.50%,383,0,58,187,48.40%,€ 0.89,€ 4.61,0.00%, € -   ,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-24,Consideration,BIO-2024-Community-Push,Engagements,€ 34,"3,582",55.40%,€ 0.01,"6,463",30,0.50%,"6,240",0,"2,056","3,582",55.40%,€ 1.14,€ 5.30,0.00%, € -   ,€ 0.01
